,ID,characteristics_of_deformation,country,deformation_observation,duration_of_observation,geodetic_measurements,inferred_causes,latitude,longitude,measurement_methods,name,references,volcano_number,image_url,Area
675,4872,"<p>No deformation was detected at Los Patos during a regional InSAR survey of Central Andean Volcanoes (Henderson &amp; Pritchard, 2013).</p>
",Chile,No,1992-2011,Yes,,-27.27,-69.0,InSAR,Los Patos,"[Henderson S. T., and M. E. Pritchard (2013), Decadal volcanic deformation in the Central Andes Volcanic Zone revealed by InSAR time series, Geochem. Geophys. Geosyst., 14, 1358–1374, doi:10.1002/ggge.20074.]",355863,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/sanganguey/sanganguey_012D_06936_131313.jpg,South America
676,4699,"<p>No deformation was detected at Losloyo during a regional InSAR survey of Central Andean Volcanoes (Henderson &amp; Pritchard, 2013).</p>
",Chile,No,1992-2011,Yes,,-23.13,-67.37,InSAR,Losloyo,"[Henderson S. T., and M. E. Pritchard (2013), Decadal volcanic deformation in the Central Andes Volcanic Zone revealed by InSAR time series, Geochem. Geophys. Geosyst., 14, 1358–1374, doi:10.1002/ggge.20074.]",355846,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/sangay/sangay_142D_09147_131313.jpg,South America
677,3841,,Burma (Myanmar),,,No,,22.28,95.1,No measurements,Lower Chindwin,"[Global Volcanism Program, 2013. [Lower Chindwin (275090)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 12 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=275090]).]",275090,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/santa_ana/santa-ana_128D_07531_131313.jpg,Philippines and SE Asia
678,3577,,Sumatra,,,No,,1.4780000000000002,99.209,No measurements,Lubukraya,"[Global Volcanism Program, 2013. Lubukraya (261111) in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. (http://volcano.si.edu/volcano.cfm?vn=261111). http://dx.doi.org/10.5479/si.GVP.VOTW4-2013]",261111,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/santa_isabel/santa-isabel_069D_08515_131313.jpg,Indonesia
679,1364,"<p><span style=""color: #333333;"">Pagli et al. (2014), for the purposes of investigating regional velocity fields, has looked at Envisat InSAR data covering this volcano. They report no deformation at this stratovolcano, which is also known as Pierre Pruvost.<br />
</span></p>
",Ethiopia,No,2007 - 2010,Yes,,13.013,40.185,InSAR,Ma Alalta,"[Pagli, C. et al., 2014. Current plate boundary deformation of the Afar rift from a 3-D velocity field inversion of InSAR and GPS. Journal of Geophysical Research: Solid Earth, 119(11), pp.8562-8575., Nasa, landsat. 1999. ]",221111,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/santa_isabel/santa-isabel_051D_08719_111304.jpg,Africa and Red Sea
680,5097,"<p>No deformation was detected at Volcán Macá during ERS and ALOS surveys of the Southern Andes (Pritchard and Simons, 2004; Fournier et al., 2010; Pritchard et al., 2013).</p>
",Chile,No,"1993-1999 (ERS), 2006-2010 (ALOS)",Yes,,-45.1,-73.17,InSAR,Macá,"[Pritchard, M. E., and M. Simons (2004), An InSAR-based survey of volcanic deformation in the southern Andes, Geophys. Res. Lett., 31, L15610, doi:10.1029/2004GL020545.<br />
, Fournier, T. J., M. E. Pritchard, and S. N. Riddick (2010), Duration, magnitude, and frequency of subaerial volcano deformation events: New results from Latin America using InSAR and a global synthesis, Geochem. Geophys. Geosyst., 11, Q01003, doi:10.1029/2009GC002558.<br />
]",358056,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/santa_maria/santa-maria_026D_07514_131212.jpg,South America
681,3161,,New Zealand,,,No,,-30.2,-178.47,"No measurements, Remote Sensing?",Macauley,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=241021]",242021,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/santorini/santorini_102A_05392_131313.jpg,New Zealand to Fiji
682,4104,,Undersea Features,,,No,,-28.98,-140.25,No measurements,Macdonald,"[Global Volcanism Program, 2013. [Macdonald (333060)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 22 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=333060]).<br />
]",333060,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/santorini/santorini_029A_05388_131311.jpg,Hawaii and Pacific Ocean
683,3446,"<p>No deformation was detected at Cerro Machín between 2006 and 2009 during ALOS surveys of Latin American volcanoes (<em>Fournier et al</em>., 2010, <em>Parks et al</em>., 2011).</p>
",Colombia,No,2006-2009,Yes,,4.487,-75.389,InSAR,Machín,"[Fournier, T. J., M. E. Pritchard, and S. N. Riddick (2010), Duration, magnitude, and frequency of subaerial volcano deformation events: New results from Latin America using InSAR and a global synthesis, Geochem. Geophys. Geosyst., 11, Q01003, doi:10.1029/2009GC002558., Parks, M. M., J. Biggs, T. A. Mather, D. M. Pyle, F. Amelung, M. L. Monsalve, and L. Narváez Medina (2011), Co-eruptive subsidence at Galeras identified during an InSAR survey of Colombian volcanoes (2006–2009), Journal of Volcanology and Geothermal Research 202, no. 3, 228-240, doi:10.1016/j.jvolgeores.2011.02.007]",351040,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/santorini/santorini_109D_05390_121110.jpg,South America
684,970,,Portugal,,,No,,32.73,-16.97,No measurements,Madeira,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=382120]",382120,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/santorini/santorini_036D_05382_121313.jpg,Atlantic Ocean
685,779,"<p>Broad deformation observed at Mageik also covers the vicinity of Martin and Trident. Between 1992 &#8211; 2000, uplift of 5–10 mm/yr was observed, and inspection of individual interferograms suggests that most deformation occurred during 1997–2000. Between 2000 &#8211; 2004, averaged deformation images show that the inflation near Martin, Mageik and Trident continued at 4–7 mm/year, slightly lower than the results for 1997–2000. This inflation has been modelled using a spheroid and sill source to account for the elongate shape of the deformation field. The source location is constrained to the summit and eastern flank of Mageik, with dimensions ranging between 10 &#8211; 20 km and depths ranging from 5 &#8211; 15 km. The average rate of volume increase since 1995 is 0.008 km³/yr. The inflation pattern is consistent with gravity surveys of the area which reveal a low density gravity anomaly in the region. These observations suggest the presence of a crustal magma body that is probably responsible for the inflation signal.</p>
",United States,Yes,1992 - 2004,Yes,Magmatic,58.195,-155.253,"InSAR, Gravity",Mageik,"[Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p., Kienle, J. (1970). Gravity traverses in the Valley of ten-thousand smokes Katmai National Monument, Alaska. Journal of Geophys- ical Research,75, 6641–6649., U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />
http://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Mageik]",312150,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/sara_sara/sara-sara_025D_10464_131313.jpg,Alaska
686,3719,,Philippines,,,No,,10.882,124.88799999999999,No measurements,Mahagnao,"[Global Volcanism Program, 2013. [Mahagnao (272070)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 06 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=272070]).]",272070,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/schmidt/schmidt_060D_03564_131313.jpg,Philippines and SE Asia
687,4893,"<p>No deformation was detected at Maipo during a regional ALOS InSAR survey of Southern Andean Volcanoes (Fournier et al., 2010).</p>
",Argentina/Chile,No,2006-2008,Yes,,-34.164,-69.832,InSAR,Maipo,"[Fournier, T. J., M. E. Pritchard, and S. N. Riddick (2010), Duration, magnitude, and frequency of subaerial volcano deformation events: New results from Latin America using InSAR and a global synthesis, Geochem. Geophys. Geosyst., 11, Q01003, doi:10.1029/2009GC002558.]",357021,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/sedankinsky/sedankinsky_060D_03181_131009.jpg,South America
688,3677,,Philippines,,,No,,7.647,124.32,No measurements,Makaturing,"[Global Volcanism Program, 2013. [Makaturing (271040)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 02 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=271040]).]",271040,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/sedankinsky/sedankinsky_060D_03364_131312.jpg,Philippines and SE Asia
689,5217,"<p>Between October 1993 and September 1995, interferograms show ~7 cm of uplift of Makushin volcano. This uplift is modelled using a point source located ~7 km beneath the volcano&#8217;s eastern flank, with a volume increase of 0.022 km³. Uplift is thought to be due to the accummulation of magma prior to an eruption of the volcano in January 1995. Interferograms spanning 1995 &#8211; 2000 and 2004 &#8211; 2009 subsidence of ~1 cm/yr. This subsidence is modelled by a source located at the same horizontal position and depth as that for preeruptive uplift. This suggests that subsidence could be caused by cooling and volatile loss from recently intruded magma. Other possible explanations include reduction of pore fluid pressure due to cooling and volatile loss from the hydrothermal system, or migration of magma/magmatic fluid to another reservoir.</p>
",United States,Yes,"1993 - 2000, 2004 - 2009",Yes,"Hydrothermal, Magmatic",53.891000000000005,-166.923,InSAR,Makushin,"[Lu, Zhong, Power, J. A., McConnell, V. S., Wicks, C. J., and Dzurisin, Daniel, 2002, Preeruptive inflation and surface interferometric coherence characteristics revealed by satellite radar interferometry at Makushin Volcano, Alaska: Journal of Geophysical Research, v. 107, n. B11, p. 1-13.<br />
, Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p., U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />
http://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Makushin]",311310,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/segererua_plateau/segererua-plateau_079D_08893_131313.jpg,Alaska
690,3778,,Philippines,,,No,,13.415999999999999,123.60799999999999,No measurements,Malinao,"[Global Volcanism Program, 2013. [Malinao (273801)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 09 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=273801]).]",273801,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/seguam/seguam_015D_03736_040402.jpg,Philippines and SE Asia
691,3692,,Philippines,,,No,,8.22,123.63,No measurements,Malindang,"[Global Volcanism Program, 2013. [Malindang (271071)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 05 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=271071]).]",271071,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/segula/segula_103D_03792_030102.jpg,Philippines and SE Asia
692,3738,,Philippines,,,No,,13.24,122.01799999999999,No measurements,Malindig,"[Global Volcanism Program, 2013. [Malindig (273044)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 08 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=273044]).]",273044,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/sekincau_belirang/sekincau-belirang_120D_09443_131313.jpg,Philippines and SE Asia
693,3583,,Sumatra,,,No,,0.47,99.67,No measurements,Malintang,"[Global Volcanism Program, 2013. Malintang (261121) in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. (http://volcano.si.edu/volcano.cfm?vn=261121). http://dx.doi.org/10.5479/si.GVP.VOTW4-2013]",261121,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/seulawah_agam/seulawah-agam_135D_08556_121208.jpg,Indonesia
694,2334,"<p>The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",Russia,,,No,,55.82,157.98,No measurements,Maly Payalpan,"[Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />
GSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm, Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=300290]",300290,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/severny/severny_060D_03181_131009.jpg,Kamchatka and Mainland Asia
695,5309,"<p>Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. The authors state there is a complete list in the GSA Data Repository Item 2004139.<br />
The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",Russia,No,1992 to 2003,Yes,,54.135,159.674,InSAR,Maly Semyachik,"[Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />
GSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm, Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=300140]",300140,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/shasta/shasta_115D_04800_131313.jpg,Kamchatka and Mainland Asia
696,1168,"<p class=""p1"">GPS receivers near Mammoth Mountain are part of the 46 instruments that make up the network monitoring Long Valley Caldera. (http://earthquake.usgs.gov/monitoring/gps/LongValley/) Significant uplift at Long Valley was measured in the years 1978-1983, 1990-1995, 1996, and 1997-1998. See Long Valley Caldera for details of deformation observed.</p>
",United States,No,1995 - present,Yes,,37.631,-119.03200000000001,GPS - continuous,Mammoth Mountain,"[U.S. Geological Survey California Volcano Observatory (CalVO)<br />
https://volcanoes.usgs.gov/volcanoes/mammoth_mountain/mammoth_mountain_monitoring_8.html]",323150,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/sheveluch/sheveluch_060D_03364_131312.jpg,Canada and Western USA
697,1350,"<p>This collection of fissure vents sits in the Manda Gargori rift, the youngest riting segment in this region. <span style=""color: #333333;"">Pagli, et al. (2014), for the purposes of investigating regional velocity fields, has looked at Envisat InSAR data covering this volcano. They report no deformation. No historical activity has been officially reported, but human footprints in ashfall deposits suggests a historical-age eruption (Siebert and Simkin, 2002).<br />
</span><br />
&nbsp;</p>
",Ethiopia,No,2005 - 2010,Yes,,11.75,41.48,InSAR,Manda Gargori,"[Pagli, C. et al., 2014. Current plate boundary deformation of the Afar rift from a 3-D velocity field inversion of InSAR and GPS. Journal of Geophysical Research: Solid Earth, 119(11), pp.8562-8575., Siebert, L., and T. Simkin (2002), Volcanoes of the World: An Illustrated Catalogue of Holocene Volcanoes and Their Eruptions, Global Volcanism Program Digital Inf. Ser., GVP‐3, Smithsonian Inst., Washington, D. C. [Available at http://www.volcano.si.edu/world/.]]",221127,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/shisheika/shisheika_060D_03364_131312.jpg,Africa and Red Sea
698,1373,"<p>Manda Hararo sits within the faulted and fissured Karhabi graben. In 2009 a field observations, undertaken following a measurement of high SO2 from the area, identified a&#8217;a basalt flows originating from 4-5 km fissures. The earliest dyke intrusion recorded geodetically date from 2005. InSAR studies (Gradin et al. 2010a) report seperate 13 dyke intrusions between 2005 and 2009. Kinematic inversions from Gradin et al. (2010a) of InSAR data reveal that dikes, at an average 5 km depth, opened by 0.8–3.5 m throughout this time. It is estimated each have volumes of 0.04–0.2 km<sup>3</sup>. The September 2005 megadyke had a length of 60 km (Hamling et al. 2014), 12 m opening and a volume greater than 1 km<sup>3</sup> (Gradin et al. 2010a). See Gradin et al. (2010b) Figure 1 for timeline of dyke intrusions 2005 &#8211; 2009.<br />
Other studies of the same 2005 &#8211; 2009 dyke intrusions (Gradin et al. 2010b) have shown that transient deformation occurs in the inter-diking periods. Gradin et al. (2010b) were able to describe the deformation by the presence of seven inflating or deflating pressure sources. In addition, Gradin et al. 2010 identifies sustained deflation of a deep magma reservoir at Dabbahu in the 6 months following the main rifting event of 2005, and slow decelerating post-eruptive re-inflation of two shallow magma reservoirs below Dabbahu and Gabho volcanoes.<br />
A detailed study of the 2005 dyking event can be found in Gradin et al. (2009), who report a dyke volume of 1.5–2.0 km<sup>3</sup>, and slip on faults above the dyke of 3 m. For details on post-dyking deformation see Hamling et al. (2014).</p>
",Ethiopia,Yes,2005 - 2009,Yes,Magmatic,12.17,40.82,"InSAR, GPS - continuous",Manda Hararo,"[Grandin, R., Socquet, A., Jacques, E., Mazzoni, N., de Chabalier, J. B., & King, G. C. P. (2010a). Sequence of rifting in Afar, Manda‐Hararo rift, Ethiopia, 2005–2009: Time‐space evolution and interactions between dikes from interferometric synthetic aperture radar and static stress change modeling. Journal of Geophysical Research: Solid Earth (1978–2012), 115(B10)., Grandin, R., A. Socquet, M.-P. Doin, E. Jacques, J.-B. de Chabalier, and G. C. P. King (2010b), Transient rift opening in response to multiple dike injections in the Manda Hararo rift (Afar, Ethiopia) imaged by time-dependent elastic inversion of interferometric synthetic aperture radar data, J. Geophys. Res., 115, B09403, doi:10.1029/2009JB006883., Grandin, R., et al. (2009), September 2005 Manda Hararo-Dabbahu rifting event, Afar (Ethiopia): Constraints provided by geodetic data, J. Geophys. Res., 114, B08404, doi:10.1029/2008JB005843., Hamling, Ian J., Atalay Ayele, Laura Bennati, Eric Calais, Cynthia J. Ebinger, Derek Keir, Elias Lewi, Tim J. Wright, and Gezahegn Yirgu. (2009). Geodetic observations of the ongoing Dabbahu rifting episode: new dyke intrusions in 2006 and 2007. Geophysical Journal International 178, no. 2. 989-1003, Nasa Landsat Imagery 1999. ]",221115,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/shishel/shishel_060D_03181_131009.jpg,Africa and Red Sea
699,1353,"<p><span style=""color: #333333;"">Pagli, et al. (2014), for the purposes of investigating regional velocity fields, has looked at Envisat InSAR data covering this volcano. They report no deformation associated with these</span> north-west trending fissures or pyroclastic cones. The most recent confirmed eruption, which consisted of lava flows, was in 1928 or 1929 (Siebert and Simkin, 2002).</p>
",Ethiopia-Djibouti,No,2005 - 2010,Yes,,12.38,42.2,InSAR,Manda-Inakir,"[Pagli, C. et al., 2014. Current plate boundary deformation of the Afar rift from a 3-D velocity field inversion of InSAR and GPS. Journal of Geophysical Research: Solid Earth, 119(11), pp.8562-8575., Nasa, 1999, Siebert, L., and T. Simkin (2002), Volcanoes of the World: An Illustrated Catalogue of Holocene Volcanoes and Their Eruptions, Global Volcanism Program Digital Inf. Ser., GVP‐3, Smithsonian Inst., Washington, D. C. [Available at http://www.volcano.si.edu/world/.]]",221122,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/sibualbuali/sibualbuali_164D_08941_131113.jpg,Africa and Red Sea
700,3710,,Philippines,,,No,,10.65,123.25,No measurements,Mandalagan,"[Global Volcanism Program, 2013. [Mandalagan (272030)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 06 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=272030]).]",272030,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/sierra_negra/sierra-negra_128D_09014_090400.jpg,Philippines and SE Asia
701,5255,"<p>No geodetic measurements have ever been made at the 1500 sq km Manzaz Volcanic Field. Its Cenozioc activity is thought to be associated with the African-Europe convergence.</p>
",Algeria,,,No,,23.92,5.83,No measurements,Manzaz Volcanic Field,[NASA Landsat7 image (worldwind.arc.nasa.gov).],225006,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/silali/silali_152D_08915_131313.jpg,Africa and Red Sea
702,3592,,Sumatra,,,No,,-0.381,100.473,No measurements,Marapi,"[Global Volcanism Program, 2013. Marapi (261140) in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. (http://volcano.si.edu/volcano.cfm?vn=261140). http://dx.doi.org/10.5479/si.GVP.VOTW4-2013]",261140,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/silay/silay_134D_07888_131108.jpg,Indonesia
703,5281,,South Africa,,,No,,-46.9,37.75,No measurements,Marion Island,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=234070]",234070,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/sinabung/sinabung_062D_08629_071113.jpg,Middle East and Indian Ocean
704,3750,,Philippines,,,No,,14.52,120.47,No measurements,Mariveles,"[Global Volcanism Program, 2013. [Mariveles (273081)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 08 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=273081]).]",273081,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/singkut/singkut_062D_08629_071113.jpg,Philippines and SE Asia
705,5233,,United States,,,No,,37.58,-122.67,No measurements,Markagunt Plateau,"[U.S. Geological Survey Volcano Hazards Program<br />
https://volcanoes.usgs.gov/volcanoes/markagunt_plateau/]",327040,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/slamet/slamet_076D_09725_121107.jpg,Canada and Western USA
706,3112,"<p>GNS conducts permanent <a style=""color: #8d0020;"" href=""http://www.gns.cri.nz/Home/Our-Science/Natural-Hazards/Volcanoes/Volcano-Monitoring"" target=""_self"">volcanic monitoring</a> and surveillance at all active and potentially active volcanoes in New Zealand.</p>
",New Zealand,No,Continuous,Yes,,-38.42,176.33,"InSAR, GPS - campaign, Levelling, EDM",Maroa,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=241061]",241061,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/slamet/slamet_149D_09703_081110.jpg,New Zealand to Fiji
707,5167,,Kenya,,,No,,2.32,37.97,No measurements,Marsabit,[http://volcano.si.edu/volcano.cfm?vn=222021],222021,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/snegovoy/snegovoy_060D_03181_131009.jpg,Africa and Red Sea
708,5207,"<p>Broad deformation observed at Martin also covers the vicinity of Trident and Mageik. Between 1992 &#8211; 2000, uplift of 5–10 mm/yr was observed, and inspection of individual interferograms suggests that most deformation occurred during 1997–2000. Between 2000 &#8211; 2004, averaged deformation images show that the inflation near Martin, Mageik and Trident continued at 4–7 mm/year, slightly lower than the results for 1997–2000. This inflation has been modelled using a spheroid and sill source to account for the elongate shape of the deformation field. The source location is constrained to the summit and eastern flank of Mageik, with dimensions ranging between 10 &#8211; 20 km and depths ranging from 5 &#8211; 15 km. The average rate of volume increase since 1995 is 0.008 km³/yr. The inflation pattern is consistent with gravity surveys of the area which reveal a low density gravity anomaly in the region. These observations suggest the presence of a crustal magma body that is probably responsible for the inflation signal.</p>
",United States,Yes,1992 - 2004,Yes,Magmatic,58.172,-155.361,"InSAR, Gravity",Martin,"[Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p., Kienle, J. (1970). Gravity traverses in the Valley of ten-thousand smokes Katmai National Monument, Alaska. Journal of Geophys- ical Research,75, 6641–6649., U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />
http://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Martin]",313140,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/snezhniy/snezhniy_060D_03181_131009.jpg,Alaska
709,3729,,Philippines,,,No,,13.32,123.6,No measurements,Masaraga,"[Global Volcanism Program, 2013. [Masaraga (273031)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 08 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=273031]).]",273031,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/snowy_mountain/snowy-mountain_131D_03202_031313.jpg,Philippines and SE Asia
710,5394,"<p>ALOS InSAR measurements from 2007-2010 recorded 4cm/yr subsidence at Masaya, attributed to motion on a ring fault around the edge of the caldera (<em>Caravantes, 2013</em>).<br />
No addition deformation was detected within the caldera (detection threshold 1.3 cm/yr) during a regional survey of Central American volcanoes (<em>Ebmeier et al., 2013</em>).</p>
",Nicaragua,Yes,2007-2010,Yes,Faulting/tectonics,11.984000000000002,-86.161,InSAR,Masaya,"[Geophysical constraints on the structural evolution and hazards of volcano Masaya, Nicaragua . PhD Thesis. Open University, 2013. , Ebmeier, S. K., J. Biggs, T. A. Mather, and F. Amelung (2013), On the lack of InSAR observations of magmatic deformation at Central American volcanoes, J. Geophys. Res. Solid Earth, 118, 2571–2585, doi:10.1002/jgrb.50195.]",344100,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/snowy_mountain/snowy-mountain_102D_03135_131313.jpg,Mexico and Central America
711,4428,,Mexico,,,No,,20.62,-104.83,No measurements,Mascota Volcanic Field,[http://volcano.si.edu/volcano.cfm?vn=341031],341031,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/soche/soche_142D_08947_131313.jpg,Mexico and Central America
712,2152,"<p class=""p1"">The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",Russia,,,No,,51.1,156.72,No measurements,Mashkovtsev,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=300001, Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.]",300001,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/socompa/socompa_156D_11424_131313.jpg,Kamchatka and Mainland Asia
713,1356,"<p>Mat Ala has a caldera at its summit. The volcao flanks are cut by numerous north-south trending faults, and fumarolic activity occurs along a fissure southwest of the volcano. <span style=""color: #333333;"">Pagli et al. (2014), for the purposes of investigating regional velocity fields, looked at Envisat InSAR data that covered this volcano. They report no deformation.<br />
</span></p>
",Ethiopia,No,,Yes,,13.106,41.161,"InSAR, 2005 - 2010",Mat Ala,"[Pagli, C. et al., 2014. Current plate boundary deformation of the Afar rift from a 3-D velocity field inversion of InSAR and GPS. Journal of Geophysical Research: Solid Earth, 119(11), pp.8562-8575., Nasa, 1984]",221105,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/soda_lakes/soda-lakes_144D_05101_131313.jpg,Africa and Red Sea
714,3668,,Philippines,,,No,,6.37,125.07,No measurements,Matutum,"[Global Volcanism Program, 2013. [Matutum (271020)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 02 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=271020]).]",271020,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/sodore/sodore_079D_08094_131313.jpg,Philippines and SE Asia
715,4079,,United States,,,No,,19.82,-155.47,No measurements,Mauna Kea,"[Global Volcanism Program, 2013. [Mauna Kea (332030)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 20 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=332030]).<br />
]",332030,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/sollipulli/sollipulli_083D_12832_131313.jpg,Hawaii and Pacific Ocean
