,ID,name,location,volcano_number,country,geodetic_measurements,deformation_observation,duration_of_observation,characteristics_of_deformation,latitude,longitude,images,uri,api_endpoint,measurement_methods,inferred_causes,references,date_added,last_modified
1247,5360,Turrialba,"[{'name': 'Mexico and Central America', 'url': 'https://comet.nerc.ac.uk/location/mexico-and-central-america/', 'slug': 'mexico-and-central-america', 'id': 41, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/41'}]",345070,Costa Rica,Yes,Yes,"1982-2000 and 2002-present (tilt), 2002-2008 (EDM), 2006-2008 (campaign GPS), 2007-2010 (InSAR)","<p>No deformation was detected at Turrialba between 1982 and 1996, after which there was a cumulative inflation of 2.3 <span style=""color: #2e2e2e;"">μrad from October 1996 to January 1999 (<em>Martini et al., 2010</em>). Between 2001 and 2002 the flank EDM network detected 5 cm extension from the summit to a station 2.9 km distant (<em>Martini et al., 2010</em>). The flank EDM network recorded shortening from 2006-2007, followed by extension in 2008. In comparison, t</span>he summit EDM network recorded extension from 2006-mid 2007, followed by shortening from late 2007-2008, suggesting inflation of the volcano followed by deflation (<em>Martini et al., 2010</em>). Due to the proximity of the network to the summit, the authors were unable to constrain the source of the deformation.<br />
<span style=""color: #333333;"">No deformation was observed at Volcán Turrialba, due to low coherence in an ALOS survey of Central American volcanoes (</span><em style=""color: #333333;"">Ebmeier et al., 2013</em><span style=""color: #333333;"">).</span></p>
",10.025,-83.767,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/turrialba/turrialba_092A_08082_061213.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/turrialba/turrialba_092A_08082_061213.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 291188, 'filename': 'turrialba_092A_08082_061213.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/turrialba/turrialba_084D_08014_091312.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/turrialba/turrialba_084D_08014_091312.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 285641, 'filename': 'turrialba_084D_08014_091312.jpg'}]",https://comet.nerc.ac.uk/volcanoes/turrialba/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/5360,"InSAR, GPS - campaign, Tiltmeter, EDM",Uncertain,"['Martini, F., Tassi, F., Vaselli, O., Del Potro, R., Martinez, M., Van del Laat, R., & Fernandez, E. (2010). Geophysical, geochemical and geodetical signals of reawakening at Turrialba volcano (Costa Rica) after almost 150 years of quiescence. Journal of volcanology and Geothermal research, 198(3), 416-432. doi:10.1016/j.jvolgeores.2010.09.021', 'Ebmeier, S. K., J. Biggs, T. A. Mather, and F. Amelung (2013), On the lack of InSAR observations of magmatic deformation at Central American volcanoes, J. Geophys. Res. Solid Earth, 118, 2571–2585, doi:10.1002/jgrb.50195.']",2015-09-21 11:04:01,2015-09-21 11:04:01
1248,4502,Tutupaca,"[{'name': 'South America', 'url': 'https://comet.nerc.ac.uk/location/south-america/', 'slug': 'south-america', 'id': 53, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53'}]",354040,Peru,Yes,No,2007-2011,"<p>No deformation was detected at Tutupaca during a regional ALOS survey of Central Andes Volcanoes (Morales Rivera et al., 2016).</p>
",17.026,70.372,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/tutupaca/tutupaca_149A_10634_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/tutupaca/tutupaca_149A_10634_131313.jpg', 'width': 748, 'height': 1110, 'mime': 'image/jpeg', 'size': 276659, 'filename': 'tutupaca_149A_10634_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/tutupaca/tutupaca_127D_10619_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/tutupaca/tutupaca_127D_10619_131313.jpg', 'width': 617, 'height': 1050, 'mime': 'image/jpeg', 'size': 264695, 'filename': 'tutupaca_127D_10619_131313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/tutupaca/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/4502,InSAR,[],"['Morales Rivera, A. M., F. Amelung, and P. Mothes (2016), Volcano deformation survey over the Northern and Central Andes with ALOS InSAR time series, Geochem. Geophys. Geosyst., 17, 2869–2883, doi:10.1002/2016GC006393.']",2018-02-27 14:39:27,2018-02-27 14:39:27
1249,5195,Tuya Volcanic Field,,320031,Canada,Yes,Yes,,,59.37,-130.58,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/tuya_volcanic_field/tuya-volcanic-field_108A_03087_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/tuya_volcanic_field/tuya-volcanic-field_108A_03087_131313.jpg', 'width': 750, 'height': 1110, 'mime': 'image/jpeg', 'size': 298104, 'filename': 'tuya-volcanic-field_108A_03087_131313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/tuya-volcanic-field/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/5195,No measurements,[],"['Hickson C J, Edwards B R, 2001. Volcanoes and Volcanic Hazards in Canada. In; Brooks G R (ed) {A Synthesis of Geological Hazards in Canada}, Geol Surv Can Bull, 548: 1-248']",2015-03-16 16:01:16,2015-03-16 16:01:16
1250,1114,Tuya Volcanic Field,"[{'name': 'Canada and Western USA', 'url': 'https://comet.nerc.ac.uk/location/canada-and-western-usa/', 'slug': 'canada-and-western-usa', 'id': 43, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/43'}]",320031,Canada,No,,,,59.37,-130.58,[],https://comet.nerc.ac.uk/volcanoes/tuya-volcanic-field-2/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/1114,No measurements,[],"['Hickson C J, Edwards B R, 2001. Volcanoes and Volcanic Hazards in Canada. In; Brooks G R (ed) {A Synthesis of Geological Hazards in Canada}, Geol Surv Can Bull, 548: 1-248']",2015-04-10 10:31:46,2015-04-10 10:31:46
1251,4764,Tuzgle,"[{'name': 'South America', 'url': 'https://comet.nerc.ac.uk/location/south-america/', 'slug': 'south-america', 'id': 53, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53'}]",355150,Argentina,Yes,No,1992-2011,"<p>No deformation was detected at Tuzgle during a regional InSAR survey of Central Andean Volcanoes (Henderson &amp; Pritchard, 2013).</p>
",-24.05,-66.48,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/tuzgle/tuzgle_149A_11428_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/tuzgle/tuzgle_149A_11428_131313.jpg', 'width': 748, 'height': 1110, 'mime': 'image/jpeg', 'size': 312239, 'filename': 'tuzgle_149A_11428_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/tuzgle/tuzgle_083D_11452_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/tuzgle/tuzgle_083D_11452_131313.jpg', 'width': 636, 'height': 1050, 'mime': 'image/jpeg', 'size': 256596, 'filename': 'tuzgle_083D_11452_131313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/tuzgle/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/4764,InSAR,[],"['Henderson S. T., and M. E. Pritchard (2013), Decadal volcanic deformation in the Central Andes Volcanic Zone revealed by InSAR time series, Geochem. Geophys. Geosyst., 14, 1358–1374, doi:10.1002/ggge.20074.<br />\n']",2018-02-28 14:44:22,2018-02-28 14:44:22
1252,2417,Tuzovsky,"[{'name': 'Kamchatka and Mainland Asia', 'url': 'https://comet.nerc.ac.uk/location/kamchatka-and-mainland-asia/', 'slug': 'kamchatka-and-mainland-asia', 'id': 50, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/50'}]",300540,Russia,Yes,No,1992 to 2003,"<p>Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. The authors state there is a complete list in the GSA Data Repository Item 2004139.<br />
The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",57.32,159.97,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/tuzovsky/tuzovsky_060D_03363_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/tuzovsky/tuzovsky_060D_03363_131313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 274704, 'filename': 'tuzovsky_060D_03363_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/tuzovsky/tuzovsky_140A_03370_131312.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/tuzovsky/tuzovsky_140A_03370_131312.jpg', 'width': 628, 'height': 1050, 'mime': 'image/jpeg', 'size': 228872, 'filename': 'tuzovsky_140A_03370_131312.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/tuzovsky/tuzovsky_060D_03181_131009.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/tuzovsky/tuzovsky_060D_03181_131009.jpg', 'width': 750, 'height': 1110, 'mime': 'image/jpeg', 'size': 293335, 'filename': 'tuzovsky_060D_03181_131009.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/tuzovsky/tuzovsky_140A_03184_101313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/tuzovsky/tuzovsky_140A_03184_101313.jpg', 'width': 680, 'height': 740, 'mime': 'image/jpeg', 'size': 202182, 'filename': 'tuzovsky_140A_03184_101313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/tuzovsky/tuzovsky_060D_03364_131312.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/tuzovsky/tuzovsky_060D_03364_131312.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 267039, 'filename': 'tuzovsky_060D_03364_131312.jpg'}]",https://comet.nerc.ac.uk/volcanoes/tuzovsky/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/2417,InSAR,[],"['Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300540']",2015-09-05 16:10:44,2015-09-05 16:10:44
1253,1195,Ubehebe Craters,"[{'name': 'Canada and Western USA', 'url': 'https://comet.nerc.ac.uk/location/canada-and-western-usa/', 'slug': 'canada-and-western-usa', 'id': 43, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/43'}]",323160,United States,Yes,No,2006 - present,"<p>There is one GPS receiver near Ubehebe Craters. This receiver is part of the 46 instruments that make up the network monitoring Long Valley Caldera. (http://earthquake.usgs.gov/monitoring/gps/LongValley/) Significant uplift at Long Valley was measured in the years 1978-1983, 1990-1995, 1996, and 1997-1998. See Long Valley Caldera for details of deformation observed.</p>
",37.02,-117.45,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/ubehebe_craters/ubehebe-craters_071D_05377_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/ubehebe_craters/ubehebe-craters_071D_05377_131313.jpg', 'width': 621, 'height': 1050, 'mime': 'image/jpeg', 'size': 246604, 'filename': 'ubehebe-craters_071D_05377_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/ubehebe_craters/ubehebe-craters_166A_05288_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/ubehebe_craters/ubehebe-craters_166A_05288_131313.jpg', 'width': 621, 'height': 1050, 'mime': 'image/jpeg', 'size': 262663, 'filename': 'ubehebe-craters_166A_05288_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/ubehebe_craters/ubehebe-craters_064A_05211_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/ubehebe_craters/ubehebe-craters_064A_05211_131313.jpg', 'width': 621, 'height': 1050, 'mime': 'image/jpeg', 'size': 254274, 'filename': 'ubehebe-craters_064A_05211_131313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/ubehebe-craters/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/1195,GPS - continuous,[],['U.S. Geological Survey California Volcano Observatory (CalVO)<br />\nhttps://volcanoes.usgs.gov/volcanoes/ubehebe_craters/ubehebe_craters_monitoring_27.html'],2015-04-10 12:40:58,2015-04-10 12:40:58
1254,4492,Ubinas,"[{'name': 'South America', 'url': 'https://comet.nerc.ac.uk/location/south-america/', 'slug': 'south-america', 'id': 53, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53'}]",354020,Peru,Yes,No,2007-2011,"<p>No deformation was detected at Ubinas during a regional ALOS survey of Northern Andes Volcanoes (Morales Rivera et al., 2016).</p>
",-16.355,-70.903,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/ubinas/ubinas_047A_10580_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/ubinas/ubinas_047A_10580_131313.jpg', 'width': 748, 'height': 1110, 'mime': 'image/jpeg', 'size': 283746, 'filename': 'ubinas_047A_10580_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/ubinas/ubinas_127D_10619_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/ubinas/ubinas_127D_10619_131313.jpg', 'width': 617, 'height': 1050, 'mime': 'image/jpeg', 'size': 271409, 'filename': 'ubinas_127D_10619_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/ubinas/ubinas_149A_10634_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/ubinas/ubinas_149A_10634_131313.jpg', 'width': 748, 'height': 1110, 'mime': 'image/jpeg', 'size': 310658, 'filename': 'ubinas_149A_10634_131313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/ubinas/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/4492,InSAR,[],"['Morales Rivera, A. M., F. Amelung, and P. Mothes (2016), Volcano deformation survey over the Northern and Central Andes with ALOS InSAR time series, Geochem. Geophys. Geosyst., 17, 2869–2883, doi:10.1002/2016GC006393.']",2018-02-27 14:22:45,2018-02-27 14:22:45
1255,2305,Udina,"[{'name': 'Kamchatka and Mainland Asia', 'url': 'https://comet.nerc.ac.uk/location/kamchatka-and-mainland-asia/', 'slug': 'kamchatka-and-mainland-asia', 'id': 50, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/50'}]",300241,Russia,Yes,No,1992 to 2003,"<p>Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. The authors state there is a complete list in the GSA Data Repository Item 2004139.<br />
The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",55.755,160.527,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/udina/udina_140A_03370_131312.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/udina/udina_140A_03370_131312.jpg', 'width': 630, 'height': 1050, 'mime': 'image/jpeg', 'size': 274538, 'filename': 'udina_140A_03370_131312.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/udina/udina_038A_03435_080808.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/udina/udina_038A_03435_080808.jpg', 'width': 630, 'height': 1050, 'mime': 'image/jpeg', 'size': 278016, 'filename': 'udina_038A_03435_080808.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/udina/udina_060D_03363_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/udina/udina_060D_03363_131313.jpg', 'width': 634, 'height': 1050, 'mime': 'image/jpeg', 'size': 299431, 'filename': 'udina_060D_03363_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/udina/udina_060D_03364_131312.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/udina/udina_060D_03364_131312.jpg', 'width': 634, 'height': 1050, 'mime': 'image/jpeg', 'size': 266085, 'filename': 'udina_060D_03364_131312.jpg'}]",https://comet.nerc.ac.uk/volcanoes/udina/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/2305,InSAR,[],"['Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300241']",2015-08-24 20:27:35,2015-08-24 20:27:35
1256,2486,Udokan Plateau,"[{'name': 'Kamchatka and Mainland Asia', 'url': 'https://comet.nerc.ac.uk/location/kamchatka-and-mainland-asia/', 'slug': 'kamchatka-and-mainland-asia', 'id': 50, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/50'}]",302030,Russia,No,,,,56.28,117.77,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/udokan_plateau/udokan-plateau_120D_03364_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/udokan_plateau/udokan-plateau_120D_03364_131313.jpg', 'width': 750, 'height': 1110, 'mime': 'image/jpeg', 'size': 247145, 'filename': 'udokan-plateau_120D_03364_131313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/udokan-plateau/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/2486,No measurements,[],['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=302030'],2015-09-05 17:20:42,2015-09-05 17:20:42
1257,834,Ugashik-Peulik,"[{'name': 'Alaska', 'url': 'https://comet.nerc.ac.uk/location/alaska/', 'slug': 'alaska', 'id': 45, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/45'}]",312130,United States,Yes,Yes,1992 - 2010,"<p>Between 1996 and 1998, more than 20 cm of inflation was observed at Mount Peulik. Peak deformation rates were observed in Autumn of 1997. The total volume of inflation was ~0.06 km³ and is modelled by a point source at a depth of ~7 km beneath the center of Ugashik caldera. Deformation was aseismic and is thought to be due to gradual magma accumulation near to the brittle-ductile transition.</p>
",57.751,-156.368,[],https://comet.nerc.ac.uk/volcanoes/ugashik-peulik/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/834,InSAR,Magmatic,"['Lu, Z., Moran, S. C., Thatcher, Wayne, Wicks, C. J., Dzurisin, D., and Power, J. A., 2002, Magmatic inflation at a dormant stratovolcano: 1996-1998 activity at Mount Peulik volcano, revealed by satellite radar interferometry: Journal of Geophysical Research, v. 107, n. 7, p. 4-13.', 'Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p.', 'U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />\nhttp://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Ugashik-Peulik']",2015-04-07 10:13:08,2015-04-07 10:13:08
1258,1147,Uinkaret Field,"[{'name': 'Canada and Western USA', 'url': 'https://comet.nerc.ac.uk/location/canada-and-western-usa/', 'slug': 'canada-and-western-usa', 'id': 43, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/43'}]",329010,United States,No,,,,36.38,-133.13,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/uinkaret_field/uinkaret-field_100D_05313_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/uinkaret_field/uinkaret-field_100D_05313_131313.jpg', 'width': 750, 'height': 1110, 'mime': 'image/jpeg', 'size': 304722, 'filename': 'uinkaret-field_100D_05313_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/uinkaret_field/uinkaret-field_020A_05362_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/uinkaret_field/uinkaret-field_020A_05362_131313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 292853, 'filename': 'uinkaret-field_020A_05362_131313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/uinkaret-field/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/1147,No measurements,[],['U.S. Geological Survey Volcano Hazards Program<br />\nhttps://volcanoes.usgs.gov/volcanoes/uinkaret_field/'],2015-04-10 11:15:34,2015-04-10 11:15:34
1259,2444,Uka,"[{'name': 'Kamchatka and Mainland Asia', 'url': 'https://comet.nerc.ac.uk/location/kamchatka-and-mainland-asia/', 'slug': 'kamchatka-and-mainland-asia', 'id': 50, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/50'}]",300610,Russia,No,,,"<p>Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. The authors state there is a complete list in the GSA Data Repository Item 2004139.<br />
The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",57.7,160.58,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/uka/uka_060D_03181_131009.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/uka/uka_060D_03181_131009.jpg', 'width': 750, 'height': 1110, 'mime': 'image/jpeg', 'size': 292826, 'filename': 'uka_060D_03181_131009.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/uka/uka_140A_03184_101313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/uka/uka_140A_03184_101313.jpg', 'width': 680, 'height': 740, 'mime': 'image/jpeg', 'size': 202530, 'filename': 'uka_140A_03184_101313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/uka/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/2444,No measurements,[],"['Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300610']",2015-09-05 16:34:20,2015-09-05 16:34:20
1260,5208,Ukinrek Maars,"[{'name': 'Alaska', 'url': 'https://comet.nerc.ac.uk/location/alaska/', 'slug': 'alaska', 'id': 45, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/45'}]",312131,United States,Yes,No,1992 - 2010,,57.832,-156.51,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/ukinrek_maars/ukinrek-maars_102D_03135_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/ukinrek_maars/ukinrek-maars_102D_03135_131313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 241744, 'filename': 'ukinrek-maars_102D_03135_131313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/ukinrek-maars/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/5208,InSAR,[],"['Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p.', 'U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />\nhttp://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Ukinrek%20Maars<br />\n']",2015-04-07 10:01:15,2015-04-07 10:01:15
1261,2353,Uksichan,"[{'name': 'Kamchatka and Mainland Asia', 'url': 'https://comet.nerc.ac.uk/location/kamchatka-and-mainland-asia/', 'slug': 'kamchatka-and-mainland-asia', 'id': 50, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/50'}]",300350,Russia,No,,,"<p>The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",56.08,158.38,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/uksichan/uksichan_060D_03364_131312.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/uksichan/uksichan_060D_03364_131312.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 261786, 'filename': 'uksichan_060D_03364_131312.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/uksichan/uksichan_060D_03363_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/uksichan/uksichan_060D_03363_131313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 283450, 'filename': 'uksichan_060D_03363_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/uksichan/uksichan_038A_03435_080808.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/uksichan/uksichan_038A_03435_080808.jpg', 'width': 628, 'height': 1050, 'mime': 'image/jpeg', 'size': 237137, 'filename': 'uksichan_038A_03435_080808.jpg'}]",https://comet.nerc.ac.uk/volcanoes/uksichan/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/2353,No measurements,[],"['Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300350']",2015-09-05 15:18:43,2015-09-05 15:18:43
