jasmin_name,name,ID,country,geodetic_measurements,deformation_observation,duration_of_observation,characteristics_of_deformation,latitude,longitude,measurement_methods,inferred_causes,references,Area,frames
kaikohe-bay_of_islands,Kaikohe-Bay of Islands,241010,New Zealand,Yes,No,Continuous,"<p>GNS conducts permanent <a style=""color: #8d0020;"" href=""http://www.gns.cri.nz/Home/Our-Science/Natural-Hazards/Volcanoes/Volcano-Monitoring"" target=""_self"">volcanic monitoring</a> and surveillance at all active and potentially active volcanoes in New Zealand.</p>
",-35.3,173.9,"InSAR, GPS - campaign, Levelling, EDM",,"['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=241010', 'GNS volcano monitoring http://www.gns.cri.nz/Home/Our-Science/Natural-Hazards/Volcanoes/Volcano-Monitoring']",Indonesia,
kaileney,Kaileney,300620,Russia,No,,,"<p>The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts</p>
",57.8,160.67,No measurements,,"['Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300620']",Indonesia,
kalatungan,Kalatungan,271061,Philippines,No,,,,7.95,124.8,No measurements,,"['Global Volcanism Program, 2013. [Kalatungan (271061)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 05 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=271061]).']",Mediterranean and W. Asia,
kambalny,Kambalny,300010,Russia,No,,,"<p>The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",51.306000000000004,156.875,No measurements,,"['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300010', 'Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.']",Africa and Red Sea,
kamen,Kamen,300251,Russia,Yes,No,1992 to 2003,"<p>Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. The authors state there is a complete list in the GSA Data Repository Item 2004139.<br />
The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",56.02,160.593,InSAR,,"['Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300251']",Kuril Islands,
kanaga,Kanaga,311110,United States,Yes,Yes,2004 - 2009,"<p>Interferograms show subsidence at ~1.5 cm/yr on the western flank of Kanaga that is attributed to thermoelastic contraction of lava flows deposited in 1993 &#8211; 1995.</p>
",51.923,-177.168,InSAR,Surface deposits,"['Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p.', 'U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />\nhttp://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Kanaga']",Middle East and Indian Ocean,
kanlaon,Kanlaon,272020,Philippines,Yes,No,,"<p>Ground deformation at Kanlaon is monitored by the Kanlaon Volcano Observatory.</p>
",10.412,123.132,"GPS - continuous, Levelling, Tiltmeter, EDM",,"['Philippine Institute of Volcanology and Seismology: http://www.phivolcs.dost.gov.ph/html/update_VMEPD/Volcano/VolcanoList/kanlaon.htm', 'Global Volcanism Program, 2013. [Kanlaon (272020)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 06 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=272020]).']",Kamchatka and Mainland Asia,
karaca_dag,Karaca Dag,213011,Turkey,No,,,,37.67,39.83,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=213011'],Alaska,
karang,Karang,263020,Java,No,,,,-6.27,106.042,No measurements,,"['Global Volcanism Program, 2013. Karang (263020) in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. (http://volcano.si.edu/volcano.cfm?vn=263020). http://dx.doi.org/10.5479/si.GVP.VOTW4-2013']",Iceland and Arctic Ocean,
,Karangetang,267020,Indonesia,No,,,,2.781,125.40700000000001,No measurements,,"['Global Volcanism Program, 2013. Karangetang (267020) in Volcanoes of the World, v. 4.8.2. Venzke, E (ed.). Smithsonian Institution. Downloaded 03 Sep 2019 (https://volcano.si.edu/volcano.cfm?vn=267020). https://doi.org/10.5479/si.GVP.VOTW4-2013']",Alaska,
karapinar_field,Karapinar Field,213001,Turkey,No,,,,37.67,33.65,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=213001'],Africa and Red Sea,
karisimbi,Karisimbi,223040,DR Congo-Rwanda,No,,,"<p>No geodetic measurements have been made at Karisimbi, a stratovolcano in the Virunga Volcanic Province. It&#8217;s most recent eruption is thought to be historic.</p>
",-1.506,29.45,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=223040'],Africa and Red Sea,
,Karpinsky Group,290350,Russia,No,,,"<p>The Kamchatka Volcanic Eruption Response Team (KVERT) monitors the Karpinsky Group<a href=""http://www.kscnet.ru/ivs/kvert/volcano.php?lang=en""> with satellite imagery</a>.</p>
",50.148,155.373,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=290350'],Indonesia,
,Karthala,233010,Comoros,Yes,Yes,,"<p>Karthala volcano has a permanent lava lake and experienced a sequence of eruptions in April 2005, Nov 2005, May 2006 and Jan 2007. The first 3 took place at the Choungou Chahale crater, which typically contains either a water or lava lake; the last formed a new pit crater to the north (Biggs et al., 2014).<br />
Biggs et al. (2014) present InSAR observations from 2004-2010. The authors find &#8220;no significant deformation associated with the first three eruptions, but the January 2007 eruption was associated with ~25 cm of deformation near the volcano&#8217;s summit, characteristic of a dyke intrusion aligned with the northern rift zone&#8221;.The authors also identify &#8220;deformation along the coast which may be attributed to rapid settling of soft sediment or recent volcanic deposits triggered by seismic activity&#8221;.<br />
Biggs et al. (2014) propose thatt Karthala volcano, &#8220;no deformation is associated with lava lake activity, but when the conduit is blocked, magma intrudes along the rift zone causing deformation&#8221;.</p>
",-11.75,43.38,InSAR,,"['Biggs, J., Rust, A., & Owens, C. (2014, December). Deformation at Lava Lake Volcanoes: Lessons from Karthala. In AGU Fall Meeting Abstracts (Vol. 1, p. 4807).', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=233010']",Mediterranean and W. Asia,
karymsky,Karymsky,300130,Russia,Yes,Yes,1975 - present; 1992 to 2003 (InSAR),"<p><span style=""color: #2e2e2e;"">Repeated geodetic measurements since 1975 revealed ongoing activity in Karymsky Volcanic Center (Walter, 2007).  At a small scale, co-eruptive subsidence has been measured during an eruptive phases in</span> (<span id=""bbib34""><a id=""ancbbib34"" class=""intra_ref"" style=""color: #316c9d;"" href=""http://www.sciencedirect.com/science/article/pii/S0012821X07005626#bib34"">Maguskin and Sharoglazova, 1993</a></span>).<br />
At a larger scale, widespread extension is measured between Karymsky Stratovolcano and Akademia Nauk Caldera. Overall, deformation is characterised by continuous extension. Walter (2007) summarises this deformation as:  &#8220;The horizontal deformation data suggest almost continuous extension since 1975 (<span id=""bbib34""><a id=""ancbbib34"" class=""intra_ref"" style=""color: #316c9d;"" href=""http://www.sciencedirect.com/science/article/pii/S0012821X07005626#bib34"">Maguskin and Sharoglazova, 1993</a></span>). A distance increase was measured during the eruptive phase from 1975–1977; elongation then decreased and even reversed to become a slight distance shortening at the end of the eruptive period (1981–1983). After the eruptive period ended in 1983, a distance increase was measured again (<span id=""bbib34""><a id=""ancbbib34"" class=""intra_ref"" style=""color: #316c9d;"" href=""http://www.sciencedirect.com/science/article/pii/S0012821X07005626#bib34"">Maguskin and Sharoglazova, 1993</a></span>). The distance further increased until 1995, so that at least an 11-year period of extensional deformation preceded the 1996 eruption.&#8221;<br />
<span style=""color: #2e2e2e;"">As the spatial pattern of deformation is radial-extensional, authors suggest that deformation is due to magma accumulation in the crust within magma reservoirs </span><span style=""color: #2e2e2e;"">(</span><span id=""bbib34"" style=""color: #2e2e2e;""><a id=""ancbbib34"" class=""intra_ref"" style=""color: #316c9d;"" href=""http://www.sciencedirect.com/science/article/pii/S0012821X07005626#bib34"">Maguskin and Sharoglazova, 1993</a></span><span style=""color: #2e2e2e;"">). Two magma reservoirs are proposed: a</span><span style=""color: #2e2e2e;""> small shallow reservoir is thought to exist at a depth of 4–5 km (</span><a id=""bbib20"" class=""intra_ref"" style=""color: #316c9d;"" href=""http://www.sciencedirect.com/science/article/pii/S0012821X07005626#bib20"">Gordeev et al., 1998a</a><span style=""color: #2e2e2e;""> and </span><a id=""bbib21"" class=""intra_ref"" style=""color: #316c9d;"" href=""http://www.sciencedirect.com/science/article/pii/S0012821X07005626#bib21"">Gordeev et al., 1998b</a><span style=""color: #2e2e2e;"">); and a </span><span style=""color: #2e2e2e;"">larger, potentially common source below Karymsky Volcano and Akademia Nauk Caldera, possibly at a depth of 18 km </span><span id=""bbib19"" style=""color: #2e2e2e;""><a id=""ancbbib19"" class=""intra_ref"" style=""color: #316c9d;"" href=""http://www.sciencedirect.com/science/article/pii/S0012821X07005626#bib19"">Fedotov (1998)</a>.</span><span style=""color: #2e2e2e;""> </span><br />
In 1983-1996 deformation was characterised by inflation and studies show that is was likely due to a deep reservoir<span style=""color: #2e2e2e;""> (</span><a id=""bbib34"" class=""intra_ref"" style=""color: #316c9d;"" href=""http://www.sciencedirect.com/science/article/pii/S0012821X07005626#bib34"">Maguskin and Sharoglazova, 1993</a><span style=""color: #2e2e2e;""> and </span><a id=""bbib59"" class=""intra_ref"" style=""color: #316c9d;"" href=""http://www.sciencedirect.com/science/article/pii/S0012821X07005626#bib59"">Zobin et al., 2003</a><span style=""color: #2e2e2e;"">), maybe in a north–south elongated form (</span><span id=""bbib46"" style=""color: #2e2e2e;""><a id=""ancbbib46"" class=""intra_ref"" style=""color: #316c9d;"" href=""http://www.sciencedirect.com/science/article/pii/S0012821X07005626#bib46"">Pavlov et al., 2003</a></span><span style=""color: #2e2e2e;"">).</span><br />
Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. A complete list is found in GSA Data Repository Item 2004139.<br />
The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",54.049,159.44299999999998,"InSAR, Levelling, triangulation",Magmatic,"['Zobin, V. M., Levina, V. I., & Maguskin, M. A. (2003). Seismicity and crustal deformation preceding the January 1996 eruptions at Karymsky Volcanic Center, Kamchatka. Bulletin of volcanology, 65(7), 477-485.', 'Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300130', 'Walter, T. R. (2007). How a tectonic earthquake may wake up volcanoes: Stress transfer during the 1996 earthquake–eruption sequence at the Karymsky Volcanic Group, Kamchatka. Earth and Planetary Science Letters, 264(3), 347-359.']",Kamchatka and Mainland Asia,
kasatochi,Kasatochi,311130,United States,Yes,No,2008,"<p>Interferograms are too incoherent for deformation measurements to be made.</p>
",52.177,-175.50799999999998,InSAR,,"['Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p.', 'U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />\nhttp://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Kasatochi']",Kamchatka and Mainland Asia,
katla,Katla,372030,Iceland,Yes,Yes,Continuous,"<p>Sturkell et al. (2008) present GPS measurements on nunataks exposed on Katla&#8217;s caldera edge between 1999 to 2004 and show  steady inflation of the volcano. The &#8220;measurements show uplift and horizontal displacement of the nuntatak benchmarks at a rate of up to 2 cm a1 , together with horizontal displacement of far-field stations (&gt;11 km) at about 0.5 cm a1 away from the caldera centre. Using a point-source model, these data place the center of the magma chamber at 4.9 km depth beneath the northern part of the caldera. However [&#8230;] the depth may be only 2–3 km. About 0.01 km3 of magma has accumulated between 1999 and 2004&#8221;.<br />
Parks et al. (2014) present<span style=""color: #000000;""> &#8220;long-term deformation time-series spanning &gt; 20 years for Hekla, Katla, Eyjafjallajökull and Askja volcanoes, based on a variety of geodetic techniques including InSAR, GPS and tilt measurements&#8221;. </span><br />
<span style=""color: #000000;"">The authors state that &#8220;</span>InSAR and GPS observations at Katla volcano (between 2001 and 2009) suggest no indication of magma induced deformation outside the ice-cap, it is possible that a small flood at Mýrdalsjökull in July 2011, followed by an increase in micro-seismic earthquakes, was related to magmatic activity&#8221;.</p>
",63.63,-19.05,"InSAR, GPS - continuous, GPS - campaign, Tiltmeter",Magmatic,"['Sturkell, E., Einarsson, P., Roberts, M. J., Geirsson, H., Gudmundsson, M. T., Sigmundsson, F., ... & Stefansson, R. (2008). Seismic and geodetic insights into magma accumulation at Katla subglacial volcano, Iceland: 1999 to 2005. Journal of Geophysical Research: Solid Earth (1978–2012), 113(B3).', 'Parks, M., Dumont, S., Drouin, V., Sigmundsson, F., Hreinsdottir, S., Michalczewska, K., ... & Heimisson, E. R. (2014, December). Long-Term Geodetic Measurements at the Most Active Volcanoes in Iceland: Role of Interferometric Synthetic Aperture Radar and GPS in Hazard Monitoring at Hekla, Katla, Eyjafjallajökull and Askja Volcanoes. In AGU Fall Meeting Abstracts (Vol. 1, p. 4801).']",Indonesia,
katmai,Katmai,312170,United States,Yes,No,1995 - 2000,"<p>InSAR observations are not coherent enough to recognise any recent deformation that might have occurred at this volcano.</p>
",58.28,-154.963,InSAR,,"['Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p.', 'U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />\nhttp://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Katmai']",Kamchatka and Mainland Asia,
katunga,Katunga,223005,Uganda,No,,,"<p>No geodetic measurements have been recorded at this isolated tuff-cone. There is a freshwater lake at the top of the volcano.</p>
",-0.47100000000000003,30.191,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=223005'],Kamchatka and Mainland Asia,
katwe-kikorongo,Katwe-Kikorongo,223003,Uganda,No,,,"<p>The Katwe-Kikorongo volcanic field is located to the south of the <span style=""color: #625647;"">Ruwenzori Range. There are no reported geodetic studies describing deformation at this volcano.  </span></p>
",-0.08,29.92,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=223003'],Indonesia,
kawi-butak,Kawi-Butak,263281,Indonesia,No,,,,-7.92,112.45,No measurements,,"['Global Volcanism Program, 2013. Kawi-Butak (263281) in Volcanoes of the World, v. 4.8.2. Venzke, E (ed.). Smithsonian Institution. Downloaded 03 Sep 2019 (https://volcano.si.edu/volcano.cfm?vn=263281). https://doi.org/10.5479/si.GVP.VOTW4-2013']",Indonesia,
kazbek,Kazbek,214020,Georgia,No,,,,42.7,44.5,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=214020'],Indonesia,
kebeney,Kebeney,300500,Russia,Yes,No,1992 to 2003,"<p>Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. The authors state there is a complete list in the GSA Data Repository Item 2004139.<br />
The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",57.1,159.93,InSAR,,"['Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300500']",Middle East and Indian Ocean,
kekurny,Kekurny,300410,Russia,No,,,"<p>The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",56.4,158.85,No measurements,,"['Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300272']",Indonesia,
kelimutu,Kelimutu,264140,Indonesia,No,,,,-8.77,121.82,No measurements,,"['Global Volcanism Program, 2013. Kelimutu (264140) in Volcanoes of the World, v. 4.8.2. Venzke, E (ed.). Smithsonian Institution. Downloaded 03 Sep 2019 (https://volcano.si.edu/volcano.cfm?vn=264140). https://doi.org/10.5479/si.GVP.VOTW4-2013']",Kuril Islands,
kell,Kell,30041,Russia,No,,,"<p>The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",51.65,157.35,No measurements,,"['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300041', 'Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.']",Kamchatka and Mainland Asia,
,Keluo Group,305020,China,No,,,,49.37,125.92,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=305020'],Kamchatka and Mainland Asia,
kelut,Kelut,263280,Indonesia,Yes,Yes,2007 to 2008,"<p>Uplift was observed by Lubis (2014) using InSAR and tiltmeter prior to the November 2007 eruption, despite both measurements have different period of observation. Lubis (2014) observed 11cm uplift from January to May 2007 with the extrusion of a lava dome and inferred the inflation was associated with increased volume of magmatic material in the shallow reservoir.</p>
<p>Following the 2007 eruption, Philibosian and Simons (2011) detected 15cm uplift from July to October 2008. However, this signal is difficult to judge as the signals are limited to the peak of Kelut edifice and there are only two radar acquisitions in the time series.</p>
",-7.93,112.30799999999999,"InSAR, Tiltmeter",Magmatic,"['Lubis, A. M. (2014). Uplift of Kelud volcano prior to the November 2007 eruption as observed by L-band insar. Journal of Engineering and Technological Sciences, 46(3), 245-257.', 'Philibosian, B., & Simons, M. (2011). A survey of volcanic deformation on Java using ALOS PALSAR interferometric time series. Geochemistry, Geophysics, Geosystems, 12(11).']",Kuril Islands,
,Kembar,261810,Sumatra,No,,,,3.85,97.664,No measurements,,"['Global Volcanism Program, 2013. Kembar (261810) in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. (http://volcano.si.edu/volcano.cfm?vn=261810). http://dx.doi.org/10.5479/si.GVP.VOTW4-2013']",Kamchatka and Mainland Asia,
kendang,Kendang,263110,Java,No,,,,-7.245,107.709,No measurements,,"['Global Volcanism Program, 2013. Kendang (263110) in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. (http://volcano.si.edu/volcano.cfm?vn=263110). http://dx.doi.org/10.5479/si.GVP.VOTW4-2013']",Alaska,
,Kerguelen Islands,234020,France,No,,,,-49.58,69.5,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=234020'],Kamchatka and Mainland Asia,
kerinci,Kerinci,261170,Sumatra,Yes,Yes,06/2006-06/2009,"<p>Kerinci was covered by Chaussard &amp; Amelung&#8217;s survey of west Sunda volcanoes, using ALOS InSAR data. This study covered a surface area of approximately 400,000km<sup>2</sup> between mid-2006 and mid-2009. At Kerinci, the researchers noted significant uplift, with an average rate of 7.7 cm/yr, though this increased in a roughly linear trend during the study period. The uplift was typically centred around the summit of the edifice. The rate of uplift reached a maximum of 10 cm/yr between 2008 and 2009, shortly preceding a series of small eruptions at the volcano, which led the authors to draw a connection between the two events. Chaussard &amp; Amelung suggest a shallow magmatic source to be responsible for the deformation, which their models estimate to be at a depth of 0.7 km below sea level (4.1 km below the summit).</p>
",-1.6969999999999998,101.264,InSAR,Magmatic,"['Chaussard, E. and Amelung, F. 2012. Precursory inflation of shallow magma reservoirs at west Sunda volcanoes detected by InSAR. Geophysical Research Letters, 39 (12)']",Hawaii and Pacific Ocean,
,Ketoi,290200,Russia,No,,,,47.35,152.475,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=290200'],Africa and Red Sea,
khangar,Khangar,300272,Russia,Yes,No,1992 to 2003,"<p>Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. The authors state there is a complete list in the GSA Data Repository Item 2004139.<br />
The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",54.761,157.407,InSAR,,"['Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300272']",Kamchatka and Mainland Asia,
khanuy_gol,Khanuy Gol,303020,Mongolia,No,,,,48.67,102.75,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=303020'],Alaska,
,Kharimkotan,290300,Russia,No,,,,49.12,154.50799999999998,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=290300'],Kamchatka and Mainland Asia,
khodutka,Khodutka,300053,Russia,No,,,"<p>The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",52.062,157.711,No measurements,,"['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300053', 'Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.']",Indonesia,
kialagvik,Kialagvik,312120,United States,No,,,,57.203,-156.745,No measurements,,['U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />\nhttp://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Kialagvik'],Kamchatka and Mainland Asia,
kikhpinych,Kikhpinych,300180,Russia,Yes,No,1992 to 2003,"<p><span style=""color: #333333;"">Lungdren and Lu (2006) analyzed RADARSAT-1 interferograms at Uzon caldera. They show that </span>&#8220;from 2000 to 2003 approximately 0.15 m of inflation occurred at Uzon caldera, extending beneath adjacent Kikhpinych volcano&#8221;.<br />
Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. There is a complete list  of observations in the GSA Data Repository Item 2004139.<br />
The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",54.489,160.251,InSAR,,"['Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300180', 'Lundgren, P., & Lu, Z. (2006). Inflation model of Uzon caldera, Kamchatka, constrained by satellite radar interferometry observations. Geophysical Research Letters, 33(6).']",Iceland and Arctic Ocean,
kilauea,Kilauea,332010,United States,Yes,Yes,"1995-present (GPS), 2000-2010 (InSAR)","<p>Segall (2013) studied the 1997 East Rift Zone (Napau) intrusion and eruption on Kilauea volcano, determining the best-fitting dislocation model of the intrusion (including campaign GPS data) aligns well with the eruptive fissures, and the decay in displacement with distance from the dyke constrains the bottom of the dyke to about 2.5 km (Owen et al. 2000).<br />
Volcano-tectonic earthquakes and stronger tectonic earthquakes occur due to interaction between existing fault structures and magmatic and tectonic processes. The most common mode of failure is strike slip faulting. Daily GPS solutions were used by Wauthier et al. (2013) to define three &#8216;background deformation&#8217; periods &#8211; 1. July 2000 to September 2003, 2. October 2006 to March 2007, 3. December 2009 to June 2010.</p>
",19.421,-155.287,"InSAR, GPS - continuous, Levelling, Tiltmeter","Magmatic, Faulting/tectonics","['Owen, S., Segall, P., Lisowski, M., Miklius, A., Murray, M., Bevis, M. & Foster, J. 2000. January 30, 1997 eruptive event on Kilauea volcano, Hawaii, as monitored by continuous GPS. Geophysical Research Letters, 27, 2757–2760.', 'Segall, P., 2013. Volcano deformation and eruption forecasting. Geological Society, London, Special Publications, 380(1), pp.85-106.', 'Wauthier, C., Roman, D.C., Poland, M.P., Miklius, A., Hooper, A.J., Fukushima, Y. and Cayol, V., 2013, December. Magma-tectonic interactions at Kilauea volcano revealed by the modeling of geodetic and seismic data. In AGU Fall Meeting Abstracts (Vol. 1, p. 02).', 'Hawaiian Volcano Observatory: http://hvo.wr.usgs.gov/volcanowatch/archive/2001/01_06_28.html']",Kuril Islands,
